"ID","duration","RecordedDate","mailboxfrequency","securitytraining","pre_self_1","pre_self_2","pre_self_3","attention_check_pre","pre_knowledge_1","pre_knowledge_2","pre_knowledge_3","pre_knowledge_4","pre_knowledge_5","pre_knowledge_6","pre_knowledge_7","pre_knowledge_8","pre_knowledge_9","pre_knowledge_10","pre_SA.13_1","pre_SA.13_2","pre_SA.13_3","pre_SA.13_4","pre_SA.13_5","pre_SA.13_6","pre_SA.13_7","pre_SA.13_8","pre_SA.13_9","pre_SA.13_10","pre_SA.13_11","pre_SA.13_12","pre_SA.13_13","pre_haisq_knowledge_1","pre_haisq_knowledge_2","pre_haisq_knowledge_3","pre_haisq_knowledge_4","pre_haisq_knowledge_5","pre_haisq_knowledge_6","pre_class_1","pre_class_2","pre_class_3","pre_class_4","pre_class_5","pre_class_6","pre_class_7","pre_class_8","pre_class_9","pre_class_10","pre_class_11","pre_class_12","pre_class_13","pre_class_14","pre_class_15","pre_class_16","pre_class_17","pre_class_18","pre_class_19","pre_class_20","pre_class_21","pre_class_22","pre_class_23","pre_class_24","video_1_check","video_2_check","video_3_check","Q300_First.Click","Q300_Last.Click","Q300_Page.Submit","Q300_Click.Count","t0_video1_q","t0_video1_t_First.Click","t0_video1_t_Last.Click","t0_video1_t_Page.Submit","t0_video1_t_Click.Count","t0_video2_q","t0_video2_t_First.Click","t0_video2_t_Last.Click","t0_video2_t_Page.Submit","t0_video2_t_Click.Count","t0_video3_q","t0_video3_t_First.Click","t0_video3_t_Last.Click","t0_video3_t_Page.Submit","t0_video3_t_Click.Count","Q320_First.Click","Q320_Last.Click","Q320_Page.Submit","Q320_Click.Count","Q313_First.Click","Q313_Last.Click","Q313_Page.Submit","Q313_Click.Count","Q267_First.Click","Q267_Last.Click","Q267_Page.Submit","Q267_Click.Count","Q328_First.Click","Q328_Last.Click","Q328_Page.Submit","Q328_Click.Count","Q333_First.Click","Q333_Last.Click","Q333_Page.Submit","Q333_Click.Count","Q331_First.Click","Q331_Last.Click","Q331_Page.Submit","Q331_Click.Count","Q269_First.Click","Q269_Last.Click","Q269_Page.Submit","Q269_Click.Count","feedback_like","feedback_dislike","feedback_general","feedback_00","feedback_01","feedback_02","feedback_10","feedback_11","feedback_12","feedback_2_videos_1","feedback_2_videos_2","feedback_2_videos_3","feedback_2","feedback_assign","post_class_1","post_class_2","post_class_3","post_class_4","post_class_5","post_class_6","post_class_7","post_class_8","post_class_9","post_class_10","post_class_11","post_class_12","post_class_13","post_class_14","post_class_15","post_class_16","post_class_17","post_class_18","post_class_19","post_class_20","post_class_21","post_class_22","post_class_23","post_class_24","post_attention","post_knowledge_1","post_knowledge_2","post_knowledge_3","post_knowledge_4","post_knowledge_5","post_knowledge_6","post_knowledge_7","post_knowledge_8","post_knowledge_9","post_knowledge_10","haisq_emailinternet_1","haisq_emailinternet_2","haisq_emailinternet_3","haisq_emailinternet_4","haisq_emailinternet_5","haisq_emailinternet_6","haisq_emailinternet_7","haisq_emailinternet_8","haisq_emailinternet_9","haisq_emailinternet_10","haisq_emailinternet_11","haisq_emailinternet_12","haisq_emailinternet_13","haisq_emailinternet_14","haisq_emailinternet_15","haisq_emailinternet_16","haisq_emailinternet_17","haisq_emailinternet_18","dem_age","dem_edu","dem_edu_8_TEXT","dem_it","dem_it_3_TEXT","dem_bfi_1","dem_bfi_2","dem_bfi_3","dem_bfi_4","dem_bfi_5","dem_bfi_6","dem_bfi_7","dem_bfi_8","dem_bfi_9","dem_bfi_10","post_self_1","post_self_2","post_self_3","post_sa.13_1","post_sa.13_2","post_sa.13_3","post_sa.13_4","post_sa.13_5","post_sa.13_6","post_sa.13_7","post_sa.13_8","post_sa.13_9","post_sa.13_10","post_sa.13_11","post_sa.13_12","post_sa.13_13","post_comments","post_errors","post_quality_q","post_quality_q_3_TEXT","SC0","string","PROLIFIC_PID","SESSION_ID","STUDY_ID","Timestamp_before_class_pre","Timestamp_train","Timestamp_train_end","Timestamp_before_class_post","Timestamp_after_class_post","Timestamp_demographics","condition","participant_score","reports","NOSCORE","group","pre.sa13_engagement","pre.sa13_attentiveness","pre.sa13_resistance","pre.sa13_concernedness","pre.sa13_total","post.sa13_engagement","post.sa13_attentiveness","post.sa13_resistance","post.sa13_concernedness","post.sa13_total","pre.haisq_email_knowledge","pre.haisq_internet_knowledge","post.haisq_email_knowledge","post.haisq_email_attitude","post.haisq_email_behaviour","post.haisq_internet_knowledge","post.haisq_internet_attitude","post.haisq_internet_behaviour","post.haisq_emailInternet_total","bfi_extraversion","bfi_agreeableness","bfi_conscientiousness","bfi_neuroticism","bfi_openness","class_phish_accuracy_pre","class_nophish_accuracy_pre","class_phish_accuracy_post","class_nophish_accuracy_post","knowledge_total_pre","knowledge_total_post","proficiency_pre","proficiency_post","prof_group","train_group","assignment_fit","outlier","feedback_total"
50,1927,"","Multiple times a day","No, never",3,5,5,"Sunfish",1,NA,1,NA,NA,1,NA,1,NA,1,3,4,3,2,3,3,2,3,3,3,4,4,4,5,5,5,5,5,5,0,NA,0,NA,NA,0,NA,1,NA,1,1,NA,1,NA,NA,1,1,1,NA,NA,1,1,1,NA,"Postman","Look for the 'who-area'","Sending fake copies of real emails","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,"","","","I prefer the option I received.","I prefer to select the training myself.",NA,1,NA,0,1,NA,1,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,0,NA,1,NA,1,1,NA,1,NA,1,"",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"36-45","Secondary or school diploma","","No, other education or occupation","",1,4,1,4,4,2,4,3,4,5,4,5,5,4,4,3,4,2,3,2,3,4,5,5,4,3,"","","Yes, you can use this data","","35.5","101001010110100110001110","","","","2024-08-28T10:35:11.785Z","2024-08-28T10:38:32.573Z","2024-08-28T10:52:26.201Z","2024-08-28T10:56:06.226Z","2024-08-28T10:58:32.647Z","2024-08-28T11:01:02.329Z","2",25.5,"","","1",2.66666666666667,3.33333333333333,2.75,4,3.08333333333333,3,3.66666666666667,3,4.66666666666667,3.53846153846154,15,15,15,15,15,15,15,15,90,1.5,4,4,4,4.5,0.5,1,0.833333333333333,1,1,0.833333333333333,24.5,25.9,1,"education","education",NA,"keep"
51,1805,"","Multiple times a day","Yes, once",4,5,5,"Sunfish",1,NA,1,NA,1,NA,NA,1,NA,1,4,4,4,4,5,4,4,3,5,4,5,5,5,4,5,4,5,5,5,1,NA,1,NA,1,NA,NA,1,NA,1,1,NA,1,NA,NA,1,NA,NA,1,NA,1,1,1,NA,"Postman","Always wait before clicking","Sending fake copies of real emails","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,"","","","Alternative 1: I would prefer receiving the full training.","I prefer the training to be recommended based on personalisation, but the choice remaining with me.",NA,1,NA,1,NA,1,1,NA,1,NA,NA,0,NA,1,1,NA,1,1,NA,0,NA,NA,NA,1,0,NA,1,NA,1,NA,1,1,NA,1,"",3,5,4,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,"18-25","Graduate university degree (Bachelor/Master)","","Yes, studies in Computer Science, IT Security, Cybersecurity or similar","",2,2,2,5,2,2,2,1,4,4,4,4,4,5,4,4,5,4,4,4,5,5,5,5,5,4,"","","Yes, you can use this data","","41.9","101010010110100101001110","","","","2024-08-28T10:37:15.000Z","2024-08-28T10:39:54.341Z","2024-08-28T10:53:29.314Z","2024-08-28T10:55:38.079Z","2024-08-28T10:59:37.210Z","2024-08-28T11:02:02.225Z","2",31.9,"","","2",4,4.33333333333333,4,5,4.25,4.66666666666667,4.33333333333333,4.25,5,4.53846153846154,13,15,12,10,15,15,15,15,82,2,2,3,4.5,3,1,1,0.833333333333333,0.833333333333333,1,0.833333333333333,28.9,26.5,2,"education","education",NA,"prefer full"
52,1820,"","Multiple times an hour","Yes, more than once",4,4,4,"Sunfish",1,NA,1,NA,NA,1,1,NA,NA,1,2,4,2,1,4,4,5,4,5,5,4,2,2,2,4,4,4,2,4,1,NA,1,NA,NA,1,1,NA,NA,0,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,1,1,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.727","1120.403","1124.364","143","","","",NA,NA,"I would prefer the training I experienced.",NA,NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",NA,1,NA,1,1,NA,NA,1,1,NA,0,NA,1,NA,NA,1,0,0,NA,1,1,NA,NA,1,0,NA,1,NA,1,1,NA,NA,1,1,"Phishing can occur through emails, phone calls, and text messages.",2,4,4,4,5,4,5,5,5,4,4,4,5,4,5,5,4,4,"26-35","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",4,4,2,2,3,2,5,3,2,5,4,4,4,3,2,4,4,5,4,1,2,5,2,2,2,5,"","","Yes, you can use this data","","38.8","101001100101011001100110","","","","2024-08-28T10:36:41.124Z","2024-08-28T10:38:29.504Z","2024-08-28T10:57:41.686Z","2024-08-28T10:59:07.578Z","2024-08-28T11:00:44.645Z","2024-08-28T11:02:22.628Z","0",28.8,"10,12,13,16,22,29","","2",1.66666666666667,4,4.75,2.66666666666667,3.5,2,3.33333333333333,4.75,2,3.15384615384615,10,10,10,13,15,12,14,13,77,3,4.5,3,2,4,0.833333333333333,1,0.833333333333333,0.714285714285714,1,0.833333333333333,22.8,22.7,2,"limited","match",NA,"keep"
53,1892,"","Multiple times a day","Yes, more than once",4,4,4,"Sunfish",1,1,NA,NA,0,NA,NA,1,1,NA,4,5,4,4,5,4,5,5,5,5,4,4,1,5,5,5,5,5,5,1,1,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,NA,1,NA,NA,1,NA,"Postman","Look for the 'who-area'","Sending fake copies of real emails","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,"","","","I prefer the option I received.","I prefer to select the training myself.",NA,NA,1,1,NA,1,1,NA,NA,1,0,NA,NA,1,1,NA,NA,NA,1,NA,1,0,NA,1,0,NA,NA,1,0,NA,0,1,NA,NA,"Phishing can occur through emails, phone calls, and text messages.",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"26-35","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",1,2,4,2,2,2,4,4,2,2,4,5,5,4,5,4,3,5,5,5,5,5,4,5,4,5,"","","Yes, you can use this data","","42.7","110010011001100110110010","","","","2024-08-28T10:37:00.266Z","2024-08-28T10:40:15.111Z","2024-08-28T10:57:08.829Z","2024-08-28T10:58:43.759Z","2024-08-28T11:00:54.162Z","2024-08-28T11:03:16.568Z","2",32.7,"","","2",4,4.66666666666667,5,3,4.5,4.66666666666667,4,5,4.33333333333333,4.53846153846154,15,15,15,15,15,15,15,15,90,1.5,3,2,2,2,1,1,0.833333333333333,0.833333333333333,0.8,0.4,27.7,25.4,2,"education","education",NA,"keep"
54,1981,"","Multiple times a day","No, never",3,4,4,"Sunfish",1,NA,NA,1,NA,1,1,1,NA,NA,4,4,4,2,4,2,4,4,4,2,4,4,3,2,4,4,2,2,2,1,NA,NA,1,NA,1,1,1,NA,NA,NA,1,1,NA,1,NA,0,1,NA,1,NA,NA,1,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.17","477.706","481.252","91","14.562","103.397","103.4","19","2.129","470.288","481.689","68","","","","","","","",NA,"I would prefer the training I experienced.",NA,NA,NA,NA,"","","",NA,"I prefer the training to be assigned based on personalisation.",NA,0,1,NA,1,NA,NA,NA,1,1,1,NA,NA,0,NA,1,NA,NA,1,NA,1,1,NA,1,0,NA,1,1,NA,1,NA,NA,NA,1,"Phishing can occur through emails, phone calls, and text messages.",2,2,2,2,5,5,4,4,5,2,4,2,5,4,5,2,2,4,"36-45","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",2,4,4,3,5,4,4,4,3,4,4,4,4,4,3,4,3,4,3,2,4,3,4,4,4,5,"","","Yes, you can use this data","","31.3","100101110001101010110010","","","","2024-08-28T10:37:13.923Z","2024-08-28T10:39:26.030Z","2024-08-28T10:58:16.277Z","2024-08-28T10:59:08.531Z","2024-08-28T11:01:13.589Z","2024-08-28T11:02:50.091Z","0",23.3,"12,29","","1",3.33333333333333,3.33333333333333,3.5,3.66666666666667,3.5,3.33333333333333,3.33333333333333,3.75,4,3.61538461538462,10,6,6,12,13,8,14,8,61,3,4,3.5,3,4.5,1,0.833333333333333,0.833333333333333,0.833333333333333,1,0.8,22.3,21,1,"medium","match",NA,"keep"
55,2012,"","Multiple times an hour","No, never",3,3,3,"Sunfish",1,1,NA,NA,NA,1,1,NA,NA,1,5,4,4,3,5,4,5,5,5,3,3,4,1,3,3,3,3,3,3,1,1,NA,NA,NA,1,0,NA,NA,1,0,NA,NA,NA,1,1,NA,NA,1,NA,1,1,NA,1,"Postman","Look for the 'who-area'","Sending fake copies of real emails","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,"","","","I prefer the option I received.","I prefer to select the training myself.",NA,NA,1,1,1,NA,NA,1,1,NA,NA,1,0,1,NA,NA,0,1,NA,1,NA,NA,0,NA,0,NA,NA,1,0,0,NA,NA,1,1,"",5,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,"46-55","Secondary or school diploma","","No, other education or occupation","",5,5,5,1,5,5,5,5,1,5,4,4,4,3,3,3,3,5,5,3,3,3,5,3,3,3,"","","Yes, you can use this data","","33.2","110001100110001101001101","","","","2024-08-28T10:36:50.814Z","2024-08-28T10:39:21.358Z","2024-08-28T10:56:42.109Z","2024-08-28T10:57:59.783Z","2024-08-28T11:00:12.689Z","2024-08-28T11:02:47.226Z","2",24.2,"","","1",4,4.33333333333333,4.5,2.66666666666667,4.16666666666667,3,3,4,3.66666666666667,3.46153846153846,9,9,15,15,11,11,15,15,82,5,5,3,1,5,0.666666666666667,1,1,0.5,1,0.5,22.2,21.5,1,"education","education",NA,"keep"
56,2021,"","Multiple times a day","No, never",2,2,2,"Sunfish",1,NA,NA,1,0,NA,1,NA,1,NA,4,2,1,4,3,2,3,3,5,1,3,4,4,5,5,5,5,5,5,0,NA,NA,1,1,NA,1,NA,0,NA,0,NA,NA,1,1,NA,NA,NA,1,NA,1,1,NA,1,"Postman","Look for the 'who-area'","Sending fake copies of real emails","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,"","","","I prefer the option I received.","I prefer the training to be recommended based on personalisation, but the choice remaining with me.",NA,1,1,NA,NA,1,NA,1,NA,1,NA,1,0,NA,NA,0,0,0,NA,0,NA,NA,0,NA,0,NA,1,1,NA,NA,1,NA,1,NA,"",5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,"26-35","Graduate university degree (Bachelor/Master)","","Yes, studies in Computer Science, IT Security, Cybersecurity or similar","",4,4,5,2,3,5,4,4,2,4,3,4,4,4,4,4,5,5,4,5,4,2,5,5,4,5,"","","Yes, you can use this data","","24.7","100110101010011001001101","","","","2024-08-28T10:39:15.569Z","2024-08-28T10:42:27.413Z","2024-08-28T10:53:55.064Z","2024-08-28T10:56:31.432Z","2024-08-28T10:59:42.241Z","2024-08-28T11:02:41.301Z","2",18.7,"","","0",3,2.33333333333333,3,3.66666666666667,2.91666666666667,4.33333333333333,4.33333333333333,4,4.66666666666667,4.30769230769231,15,15,15,15,14,15,15,15,89,4.5,4,3,2,3.5,0.5,1,1,0,0.8,0.8,17.7,21.2,0,"education","education",NA,"keep"
57,1971,"","Multiple times a day","No, never",2,1,2,"Sunfish",NA,NA,1,1,0,NA,NA,1,NA,0,2,3,4,3,3,2,3,3,4,3,3,4,4,2,4,4,4,4,3,NA,NA,1,1,0,NA,NA,1,NA,1,0,NA,1,NA,NA,1,1,1,NA,NA,1,1,NA,1,"Postman","Look for the 'who-area'","Confusing users with complicated language","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,"","","","I prefer the option I received.","I prefer the training to be assigned based on personalisation.",1,1,NA,NA,NA,1,0,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,0,NA,0,0,1,NA,NA,NA,0,0,NA,1,"",3,3,4,3,5,4,3,5,4,4,4,4,1,4,4,4,4,4,"56-65","Associate or technical degree","","No, other education or occupation","",2,4,4,2,3,4,4,5,3,3,3,3,3,4,3,2,4,4,3,3,3,4,4,4,4,4,"","","Yes, you can use this data","","26.4","001110010110100110001101","","","","2024-08-28T10:33:40.680Z","2024-08-28T10:37:20.836Z","2024-08-28T10:52:09.841Z","2024-08-28T10:54:09.782Z","2024-08-28T10:57:28.734Z","2024-08-28T10:59:41.177Z","2",17.4,"","","0",3,2.66666666666667,3.25,3.66666666666667,3.08333333333333,3.33333333333333,3,3.75,4,3.53846153846154,10,11,10,12,12,12,9,12,67,3,4,3.5,2.5,3,0.666666666666667,1,0.833333333333333,0.8,0.6,0.333333333333333,16.4,17,0,"education","education",NA,"keep"
58,1956,"","Multiple times an hour","Yes, more than once",4,4,4,"Sunfish",NA,1,1,NA,1,NA,NA,NA,1,1,4,4,4,5,4,3,4,3,4,4,4,4,4,4,4,5,4,5,4,NA,0,1,NA,0,NA,NA,NA,0,1,NA,1,NA,1,NA,1,NA,NA,1,NA,1,NA,1,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.486","1126.577","1127.342","153","","","",NA,NA,"Alternative 1: I would prefer the full training with educational videos, tests with guidance, and the reminder elements.",NA,NA,NA,"","","",NA,"I prefer to select the training myself.",1,NA,NA,1,NA,0,1,0,NA,NA,0,NA,1,NA,1,NA,1,1,NA,1,NA,1,NA,1,0,1,NA,NA,1,NA,0,1,1,NA,"Phishing can occur through emails, phone calls, and text messages.",5,4,5,5,5,5,4,5,1,5,4,5,4,1,5,5,5,1,"26-35","Secondary or school diploma","","No, other education or occupation","",5,4,5,2,5,4,5,5,1,4,4,4,4,4,4,4,4,5,4,4,4,2,4,4,4,5,"","","Yes, you can use this data","","36","011010001101010101101010","","","","2024-08-28T10:36:06.479Z","2024-08-28T10:40:49.726Z","2024-08-28T10:59:53.238Z","2024-08-28T11:01:17.487Z","2024-08-28T11:02:37.827Z","2024-08-28T11:04:17.715Z","0",28,"2,10,12,13,17,18,22,27,26,29","","2",4.33333333333333,3.66666666666667,3.75,4,3.91666666666667,4,4,4,4,4,13,13,14,15,10,14,10,11,74,4.5,4.5,2.5,1.5,4.5,0.5,1,0.5,1,1,0.666666666666667,22,23.9,2,"limited","match",NA,"prefer full"
59,2009,"","Multiple times a day","No, never",3,4,5,"Sunfish",NA,NA,1,0,NA,0,1,1,NA,NA,3,4,3,3,3,3,4,4,3,4,3,3,4,3,3,5,5,4,3,NA,NA,0,0,NA,1,0,0,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,"","","","0","0","124.94","0","Postman","271.773","271.773","275.721","1","Look for the 'who-area'","311.467","311.467","312.877","1","Sending fake copies of real emails","253.322","253.322","268.418","1","18.128","174.226","182.855","32","14.032","85.465","85.484","16","8.301","110.917","122.461","22","","","","","","","","","","","","","","","","","","","","Alternative 1: I would prefer the tests with guidance, together with the reminder elements.",NA,NA,NA,NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",1,1,NA,NA,1,NA,NA,NA,1,1,0,NA,NA,1,1,NA,0,1,NA,1,1,NA,NA,1,0,1,1,NA,NA,0,NA,NA,NA,1,"Phishing can occur through emails, phone calls, and text messages.",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,"46-55","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",2,2,2,4,2,2,2,2,4,4,4,3,3,4,4,3,4,5,4,4,4,4,4,4,4,4,"","","Yes, you can use this data","","28.8","001101110001100101100110","","","","2024-08-28T10:35:08.446Z","2024-08-28T10:37:11.357Z","2024-08-28T11:00:28.038Z","2024-08-28T11:01:50.534Z","2024-08-28T11:03:49.037Z","2024-08-28T11:04:56.354Z","0",18.8,"","","0",3,3.33333333333333,3.75,3.33333333333333,3.33333333333333,4,3.66666666666667,4.25,4,4,11,12,15,15,15,15,15,11,86,2,2,3,4,3,0.333333333333333,1,0.833333333333333,0.857142857142857,0.6,0.6,17.8,23.3,0,"full","match",NA,"prefer medium"
60,2036,"","Multiple times an hour","Yes, more than once",4,4,4,"Sunfish",NA,1,1,NA,0,NA,NA,1,1,NA,2,3,2,2,3,3,3,3,4,2,2,2,2,2,3,5,3,5,3,NA,0,1,NA,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,1,NA,1,NA,NA,0,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.453","1126.615","1130.992","83","","","",NA,NA,"I would prefer the training I experienced.",NA,NA,NA,"","","",NA,"I prefer to select the training myself.",1,NA,NA,1,NA,1,1,NA,NA,1,0,NA,NA,1,1,NA,NA,NA,1,NA,1,1,NA,1,0,1,NA,NA,1,NA,0,1,NA,NA,"Phishing can occur through emails, phone calls, and text messages.",5,3,4,2,5,4,2,4,3,5,5,5,5,5,5,4,5,3,"46-55","Secondary or school diploma","","No, other education or occupation","",4,4,2,3,3,2,5,1,4,4,4,4,4,2,2,3,2,3,3,2,2,2,3,2,3,4,"","","Yes, you can use this data","","37.5","011010011001100110110010","","","","2024-08-28T10:36:04.861Z","2024-08-28T10:38:21.862Z","2024-08-28T10:57:45.100Z","2024-08-28T10:59:01.619Z","2024-08-28T11:01:29.974Z","2024-08-28T11:04:00.860Z","0",26.5,"10,12,13,22,29","","2",2,3,3,2,2.58333333333333,2,2.33333333333333,3,2.66666666666667,2.53846153846154,10,11,12,11,9,15,15,12,74,3,4.5,4,3.5,3.5,0.833333333333333,0.833333333333333,0.833333333333333,1,0.8,0.6,20.5,21.5,2,"limited","match",NA,"keep"
61,2065,"","Multiple times a day","Yes, once",5,5,5,"Sunfish",NA,NA,0,1,NA,1,1,NA,1,NA,5,3,5,5,5,5,5,5,5,5,3,5,1,5,5,3,3,1,5,NA,NA,0,0,NA,1,0,NA,0,NA,0,NA,1,NA,1,NA,1,1,NA,1,NA,1,1,NA,"Postman","Always wait before clicking","Sending fake copies of real emails","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,"","","","I prefer the option I received.","I prefer the training to be assigned based on personalisation.",1,0,NA,NA,0,NA,NA,1,NA,0,NA,0,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,0,1,1,NA,NA,0,NA,NA,1,NA,"",5,1,5,5,5,1,5,5,5,5,1,5,1,1,5,1,1,5,"36-45","Graduate university degree (Bachelor/Master)","","Yes, studies in Computer Science, IT Security, Cybersecurity or similar","",1,5,5,1,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"","","Yes, you can use this data","","34.9","001101101010101010010110","","","","2024-08-28T10:37:25.109Z","2024-08-28T10:40:58.161Z","2024-08-28T10:56:34.240Z","2024-08-28T10:58:56.828Z","2024-08-28T11:00:58.265Z","2024-08-28T11:03:09.409Z","2",27.9,"","","2",5,4.33333333333333,5,3,4.66666666666667,5,5,5,5,5,13,9,11,11,15,11,7,7,62,3,5,3,1,3,0.166666666666667,1,0.333333333333333,1,0.8,0.6,24.9,24.5,2,"education","education",NA,"keep"
62,2018,"","Multiple times a day","No, never",1,1,1,"Sunfish",0,NA,NA,1,NA,1,NA,1,NA,1,3,4,2,2,4,2,3,3,4,2,4,4,4,2,2,3,3,3,3,1,NA,NA,0,NA,0,NA,1,NA,1,0,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,1,"","","","6.191","135.32","136.634","33","Postman","9.5","255.063","255.941","5","Look for the 'who-area'","1.807","173.21","242.329","9","Sending fake copies of real emails","13.893","80.768","182.952","6","3.709","223.374","224.314","82","8.684","86.182","86.204","25","2.567","112.653","121.89","22","","","","","","","","","","","","","","","","","","","","I would prefer the training I experienced.",NA,NA,NA,NA,NA,"","","",NA,"I prefer the training to be assigned based on personalisation.",NA,1,1,NA,1,NA,1,NA,0,NA,NA,1,1,NA,1,NA,0,1,NA,1,1,NA,1,NA,0,NA,1,1,NA,1,NA,1,NA,1,"",4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,"18-25","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",3,5,2,4,3,4,4,4,5,4,4,4,4,2,3,3,3,3,3,2,2,4,3,4,4,3,"","","Yes, you can use this data","","24.9","100101010110010101100101","","","","2024-08-28T10:35:55.260Z","2024-08-28T10:37:53.505Z","2024-08-28T11:00:21.218Z","2024-08-28T11:01:20.270Z","2024-08-28T11:03:21.818Z","2024-08-28T11:04:48.503Z","0",14.9,"10,13,27,29,30","","0",2.33333333333333,3.33333333333333,3,4,3.08333333333333,2,3,3.25,3.66666666666667,3,7,9,10,11,12,12,12,11,68,3.5,4.5,5,4.5,3.5,0.5,1,0.833333333333333,0.857142857142857,0.8,0.833333333333333,13.9,22.8,0,"full","match",NA,"keep"
63,1975,"","Multiple times an hour","No, never",5,5,5,"Sunfish",NA,1,NA,1,1,NA,NA,1,1,NA,4,5,5,5,5,5,5,4,5,5,5,5,4,3,5,5,5,5,5,NA,1,NA,1,1,NA,NA,1,1,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,0,NA,"Postman","Look for the 'who-area'","Sending fake copies of real emails","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,"","","","Alternative 1: I would prefer receiving the full training.","I prefer the training to be recommended based on personalisation, but the choice remaining with me.",1,NA,1,NA,NA,1,1,NA,NA,1,NA,1,NA,1,NA,1,1,1,NA,1,NA,1,NA,0,0,1,NA,1,NA,NA,1,1,NA,NA,"",5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"26-35","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",1,2,5,4,3,1,3,5,5,4,4,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,"","","Yes, you can use this data","","43.2","010110011010101001101010","","","","2024-08-28T10:37:30.480Z","2024-08-28T10:40:56.203Z","2024-08-28T10:55:50.312Z","2024-08-28T10:58:13.464Z","2024-08-28T11:03:01.178Z","2024-08-28T11:04:46.183Z","2",31.2,"","","2",4.66666666666667,5,4.75,4.66666666666667,4.83333333333333,5,4.66666666666667,4.75,5,4.84615384615385,13,15,14,15,15,15,15,15,89,1,2.5,3.5,4.5,3.5,1,0.8,1,0.857142857142857,1,0.8,29.2,29.6,2,"education","education",NA,"prefer full"
